Category,IVS_name,IAU_name,RAh,RAm,RAs,DEd,DEm,DEs,D_alp,D_Del,Corr,num_Obs,S-band_total_flux,S-band_unresolved_flux,C-band_total_flux,C-band_unresolved_flux,X-band_total_flux,X-band_unresolved_flux,U-band_total_flux,U-band_unresolved_flux,K-band_total_flux,K-band_unresolved_flux,Type,Cat
C,1302+018,J1304+0132,13,4,44.01777,1.0,32,30.69943,0.51,1.17,-0.08,45,-1.0,-1.0,0.036,0.025,0.030,0.025,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302+641,J1304+6353,13,4,47.370281,63.0,53,47.39255,0.29,0.16,0.115,536,0.105,0.057,0.117,0.082,0.102,0.058,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302+512,J1304+5056,13,4,48.01435,50.0,56,23.21653,0.65,0.53,-0.208,342,-1.0,-1.0,0.122,0.035,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302+251,J1304+2454,13,4,51.417528,24.0,54,45.89464,0.75,1.36,0.236,44,-1.0,-1.0,0.020,0.018,0.022,0.019,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302-016,J1304-0154,13,4,57.347647,-1.0,54,58.58597,0.73,1.54,-0.21,40,-1.0,-1.0,0.075,0.020,0.073,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302-208,J1304-2106,13,4,59.069353,-21.0,6,42.45825,0.15,0.34,-0.426,532,0.202,0.081,0.147,0.042,0.134,0.075,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304+791,J1305+7854,13,5,0.014177,78.0,54,35.79646,0.43,0.11,-0.134,1463,0.298,0.228,0.191,0.095,0.175,0.094,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302+281,J1305+2752,13,5,2.500086,27.0,52,21.87474,0.47,0.72,0.039,81,-1.0,-1.0,0.039,0.033,0.061,0.055,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302-285,J1305-2850,13,5,8.468501,-28.0,50,42.0285,0.18,0.39,-0.429,571,0.22,0.122,-1.00,-1.00,0.235,0.082,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302+531,J1305+5253,13,5,8.829709,52.0,53,17.60515,0.61,0.7,0.452,45,-1.0,-1.0,0.045,0.034,0.068,0.056,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302-366,J1305-3655,13,5,12.750001,-36.0,55,45.33487,0.23,0.36,-0.193,237,0.097,0.101,-1.00,-1.00,0.161,0.137,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302-159,J1305-1610,13,5,21.485043,-16.0,10,37.24323,1.17,2.39,-0.728,36,-1.0,-1.0,0.059,0.039,0.033,0.031,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1303+515,J1305+5116,13,5,22.745295,51.0,16,40.20649,0.8,0.66,-0.468,284,0.037,0.034,-1.00,-1.00,0.040,0.04,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1305+825,J1305+8216,13,5,23.564759,82.0,16,40.21186,12.28,2.52,0.266,62,0.113,0.068,-1.00,-1.00,0.048,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,1302-492,J1305-4928,13,5,27.476769,-49.0,28,5.41058,17.11,8.77,0.057,7,-1.0,-1.0,-1.00,-1.00,0.013,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1303+588,J1305+5836,13,5,27.556178,58.0,36,58.50419,1.26,1.27,0.587,45,-1.0,-1.0,0.078,0.041,0.058,0.022,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302-312,J1305-3132,13,5,31.073448,-31.0,32,52.21862,0.17,0.31,-0.423,613,0.086,0.07,-1.00,-1.00,0.159,0.109,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1302-102,J1305-1033,13,5,33.015029,-10.0,33,19.42836,0.09,0.19,-0.329,3483,1.056,0.805,0.575,0.414,0.576,0.27,0.508,0.34,-1.0,-1.0,Fus,rfc_2024b
C,1303+210,J1305+2047,13,5,34.924148,20.0,47,21.66126,0.28,0.62,-0.061,36,-1.0,-1.0,0.078,0.061,0.084,0.063,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1303+577,J1305+5731,13,5,47.38198,57.0,31,54.8105,1.21,1.46,-0.308,42,-1.0,-1.0,0.127,0.024,0.070,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1303+020,J1305+0149,13,5,54.164862,1.0,49,29.8803,0.42,0.97,0.102,45,-1.0,-1.0,0.043,0.032,0.046,0.031,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1303+557,J1306+5529,13,6,3.351101,55.0,29,43.85681,0.16,0.12,-0.018,1032,0.192,0.157,0.237,0.153,0.277,0.143,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1303-294,J1306-2945,13,6,4.805448,-29.0,45,15.30395,0.76,2.2,-0.095,71,-1.0,-1.0,-1.00,-1.00,0.060,0.023,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1305+804,J1306+8008,13,6,5.716595,80.0,8,20.56635,0.45,0.12,0.078,1081,0.166,0.082,-1.00,-1.00,0.164,0.096,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,1303-250,J1306-2517,13,6,15.401724,-25.0,17,20.16373,2.9,8.78,0.493,20,-1.0,-1.0,0.034,-1.00,0.033,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1303+039,J1306+0341,13,6,15.968551,3.0,41,38.23113,0.44,0.91,-0.075,34,-1.0,-1.0,0.163,0.064,0.082,0.024,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1303+114,J1306+1113,13,6,19.247543,11.0,13,39.79587,0.42,0.83,-0.025,81,-1.0,-1.0,-1.00,-1.00,0.051,0.027,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1305+805,J1306+8019,13,6,20.698772,80.0,19,7.59508,11.63,3.21,-0.062,51,0.197,-1.0,-1.00,-1.00,0.084,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1303+273,J1306+2702,13,6,23.280711,27.0,2,43.10915,1.35,2.13,0.424,28,-1.0,-1.0,0.011,0.010,0.011,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304+479,J1306+4741,13,6,29.949119,47.0,41,32.4505,2.47,3.62,0.273,28,-1.0,-1.0,0.039,0.012,0.014,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1303+053,J1306+0502,13,6,31.616593,5.0,2,29.77076,0.74,1.63,0.123,39,-1.0,-1.0,0.020,0.012,0.014,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1303-170,J1306-1718,13,6,32.66054,-17.0,18,58.38991,0.13,0.32,-0.328,706,0.233,0.136,-1.00,-1.00,0.216,0.153,-1.00,-1.0,0.118,0.191,Fus,rfc_2024b
C,1303-241,J1306-2427,13,6,41.183726,-24.0,27,36.34416,0.66,1.79,0.08,45,-1.0,-1.0,0.097,0.085,0.084,0.069,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304-215,J1306-2147,13,6,42.049579,-21.0,47,50.99251,0.41,1.06,-0.185,36,-1.0,-1.0,0.048,0.045,0.075,0.045,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304-062,J1306-0629,13,6,43.062498,-6.0,29,48.21321,0.65,1.53,-0.097,50,-1.0,-1.0,0.021,0.019,0.013,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304+091,J1306+0851,13,6,48.714487,8.0,51,36.50748,1.41,2.56,0.745,21,-1.0,-1.0,0.029,0.033,0.017,0.017,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,1304-168,J1307-1708,13,7,4.313597,-17.0,8,38.98488,2.89,7.79,-0.895,28,-1.0,-1.0,0.054,-1.00,0.064,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1305+770,J1307+7649,13,7,5.245574,76.0,49,18.17046,1.96,0.51,0.046,542,0.343,0.034,-1.00,-1.00,0.077,0.031,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304+277,J1307+2728,13,7,9.426181,27.0,28,55.81884,2.16,2.54,0.071,15,-1.0,-1.0,0.057,-1.00,0.037,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304-223,J1307-2236,13,7,11.63892,-22.0,36,23.91374,0.46,1.29,-0.109,45,-1.0,-1.0,0.096,0.072,0.113,0.072,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304+141,J1307+1355,13,7,13.89889,13.0,55,20.48366,0.52,0.98,0.226,36,-1.0,-1.0,0.060,0.021,0.057,0.035,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304-318,J1307-3207,13,7,15.178813,-32.0,7,58.64049,0.19,0.35,-0.552,533,0.195,0.096,-1.00,-1.00,0.168,0.115,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304-500,J1307-5019,13,7,23.177854,-50.0,19,19.48551,0.42,0.49,0.213,87,-1.0,-1.0,-1.00,-1.00,0.242,0.219,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304-164,J1307-1641,13,7,28.556395,-16.0,41,57.41776,1.11,2.66,0.093,47,-1.0,-1.0,0.051,0.036,0.031,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,1304-331,J1307-3325,13,7,29.243741,-33.0,25,24.88628,26.34,42.63,-0.952,8,-1.0,-1.0,0.029,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304-160,J1307-1616,13,7,37.392873,-16.0,16,9.95426,0.7,1.57,-0.171,45,-1.0,-1.0,0.048,0.031,0.055,0.038,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1304-427,J1307-4259,13,7,37.983548,-42.0,59,38.98782,5.7,4.81,-0.135,22,-1.0,-1.0,-1.00,-1.00,0.025,0.023,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1305+004,J1307+0012,13,7,47.416132,0.0,12,18.27451,0.95,2.59,-0.42,32,-1.0,-1.0,0.024,0.022,0.026,0.018,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,1305+069,J1307+0642,13,7,53.929126,6.0,42,13.88297,1.7,6.75,-0.719,78,0.023,0.018,-1.00,-1.00,0.015,0.011,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1305-028,J1307-0307,13,7,57.863201,-3.0,7,29.96927,0.6,1.33,0.181,45,-1.0,-1.0,0.060,0.030,0.052,0.031,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1306+595,J1308+5915,13,8,1.623888,59.0,15,32.01382,1.32,1.28,0.511,45,-1.0,-1.0,0.036,0.017,0.031,0.017,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1305+502,J1308+4957,13,8,7.924235,49.0,57,53.47042,0.18,0.15,-0.047,845,0.215,0.176,0.241,0.151,0.222,0.158,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,1305-012,J1308-0128,13,8,12.016844,-1.0,28,59.96099,5.64,8.5,-0.307,7,-1.0,-1.0,0.014,-1.00,0.010,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,1305-104,J1308-1043,13,8,12.391782,-10.0,43,16.70145,0.11,0.21,-0.015,857,0.359,0.225,0.224,0.099,0.126,0.046,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,1310+860,J1308+8544,13,8,13.09019,85.0,44,28.61083,29.98,6.39,0.563,19,-1.0,-1.0,0.007,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
