Category,IVS_name,IAU_name,RAh,RAm,RAs,DEd,DEm,DEs,D_alp,D_Del,Corr,num_Obs,S-band_total_flux,S-band_unresolved_flux,C-band_total_flux,C-band_unresolved_flux,X-band_total_flux,X-band_unresolved_flux,U-band_total_flux,U-band_unresolved_flux,K-band_total_flux,K-band_unresolved_flux,Type,Cat
C,0708-045,J0710-0439,7,10,58.198375,-4.0,39,10.56704,0.71,1.67,-0.141,45,-1.0,-1.0,0.024,0.012,0.022,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0708-139,J0711-1359,7,11,0.135848,-13.0,59,31.26662,0.17,0.4,0.049,359,0.135,0.069,-1.00,-1.00,0.097,0.069,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0708-136,J0711-1345,7,11,13.123179,-13.0,45,56.04055,9.71,5.61,0.093,14,-1.0,-1.0,0.029,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0709-307,J0711-3049,7,11,25.632483,-30.0,49,2.08431,3.71,7.9,0.914,16,-1.0,-1.0,0.067,0.014,0.056,0.039,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709-025,J0711-0238,7,11,31.758804,-2.0,38,44.00857,0.53,1.15,-0.107,36,-1.0,-1.0,0.045,0.027,0.045,0.032,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709-352,J0711-3518,7,11,41.170896,-35.0,18,27.84509,1.19,4.4,0.486,28,-1.0,-1.0,0.087,-1.00,0.067,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0709-319,J0711-3202,7,11,43.995631,-32.0,2,52.96914,3.09,11.74,0.345,15,-1.0,-1.0,0.026,-1.00,0.047,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709+008,J0711+0048,7,11,47.325322,0.0,48,19.74134,0.9,1.25,0.287,298,0.239,0.04,-1.00,-1.00,0.044,0.043,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0707+525,J0711+5227,7,11,47.921627,52.0,27,58.00387,0.77,0.7,-0.52,45,-1.0,-1.0,0.058,0.042,0.067,0.051,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709-015,J0711-0137,7,11,51.398886,-1.0,37,57.39747,0.11,0.24,-0.143,754,0.104,0.092,-1.00,-1.00,0.149,0.131,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709-093,J0711-0926,7,11,58.968244,-9.0,26,48.32253,0.78,2.22,-0.355,27,-1.0,-1.0,0.038,0.020,0.033,0.024,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709+124,J0712+1220,7,12,0.135889,12.0,20,34.09773,0.6,1.11,0.195,45,-1.0,-1.0,0.030,0.021,0.024,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0710-482,J0712-4818,7,12,3.103516,-48.0,18,46.21962,10.77,28.02,-0.894,10,-1.0,-1.0,0.144,-1.00,0.100,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0708+388,J0712+3848,7,12,8.152291,38.0,48,23.27052,1.11,1.46,0.175,21,-1.0,-1.0,0.041,0.038,0.047,0.047,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0710-187,J0712-1847,7,12,15.233736,-18.0,47,53.01574,0.88,2.32,0.098,25,-1.0,-1.0,0.133,0.035,0.039,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0708+591,J0712+5902,7,12,20.649431,59.0,2,33.28847,2.96,2.35,-0.4,26,-1.0,-1.0,0.014,-1.00,0.015,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709+351,J0712+3506,7,12,20.841225,35.0,6,33.70996,2.06,1.47,0.531,34,-1.0,-1.0,0.091,-1.00,0.037,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0709+333,J0712+3313,7,12,23.577164,33.0,13,32.88964,3.19,5.18,0.297,7,-1.0,-1.0,0.009,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709+244,J0712+2419,7,12,24.166489,24.0,19,9.52616,2.09,2.51,0.351,19,-1.0,-1.0,0.016,-1.00,0.018,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709+332,J0712+3309,7,12,24.441839,33.0,9,55.51407,1.15,1.34,0.557,36,-1.0,-1.0,0.016,0.018,0.013,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0710-319,J0712-3200,7,12,29.033059,-32.0,0,7.16944,4.34,13.93,-0.55,15,-1.0,-1.0,0.077,-1.00,0.024,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709+318,J0712+3146,7,12,40.304735,31.0,46,53.95451,0.92,1.92,-0.4,36,-1.0,-1.0,0.014,0.010,0.014,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0708+506,J0712+5033,7,12,43.683594,50.0,33,22.70714,0.14,0.11,-0.242,2605,0.251,0.239,-1.00,-1.00,0.356,0.286,0.456,0.372,-1.0,-1.0,Fus,rfc_2024b
C,0710-211,J0712-2114,7,12,47.085153,-21.0,14,41.24381,0.33,0.92,-0.126,45,-1.0,-1.0,0.093,0.063,0.082,0.044,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0710-258,J0712-2554,7,12,55.935105,-25.0,54,2.18295,2.35,4.83,0.783,21,-1.0,-1.0,0.037,0.011,0.034,0.018,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0711-299,J0712-2959,7,12,58.730461,-29.0,59,17.26267,1.69,4.78,0.676,21,-1.0,-1.0,0.048,0.031,0.036,0.028,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709+501,J0713+5006,7,13,0.404484,50.0,6,49.29655,1.86,1.57,-0.332,33,-1.0,-1.0,0.037,-1.00,0.028,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0711-381,J0713-3812,7,13,1.861413,-38.0,12,28.2892,2.15,8.73,0.376,20,-1.0,-1.0,0.095,-1.00,0.058,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0710+118,J0713+1146,7,13,2.422219,11.0,46,16.26958,1.31,2.13,0.406,22,-1.0,-1.0,-1.00,-1.00,0.021,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0708+577,J0713+5738,7,13,4.547156,57.0,38,10.12347,0.74,0.49,-0.621,81,-1.0,-1.0,0.065,0.059,0.098,0.077,0.159,0.126,-1.0,-1.0,Fus,rfc_2024b
C,0709+370,J0713+3656,7,13,9.454233,36.0,56,6.704,0.73,0.81,0.318,72,-1.0,-1.0,0.037,0.020,0.036,0.021,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709+433,J0713+4314,7,13,11.766225,43.0,14,44.01505,1.3,1.97,-0.061,37,-1.0,-1.0,0.010,0.009,0.011,0.011,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709+509,J0713+5053,7,13,12.89628,50.0,53,43.89133,0.22,0.18,-0.063,497,0.141,0.152,-1.00,-1.00,0.081,0.06,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0707+689,J0713+6852,7,13,14.042001,68.0,52,8.70952,51.62,17.48,-0.814,3,-1.0,-1.0,-1.00,-1.00,0.015,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0711-037,J0713-0350,7,13,30.82018,-3.0,50,47.12387,0.29,0.74,-0.113,67,-1.0,-1.0,0.091,0.069,0.076,0.04,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0710+257,J0713+2540,7,13,36.720841,25.0,40,16.88438,0.23,0.37,0.056,289,-1.0,-1.0,0.080,0.054,0.046,0.033,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0711-014,J0713-0129,7,13,38.030679,-1.0,29,31.10479,0.65,1.66,-0.283,35,-1.0,-1.0,0.059,0.033,0.036,0.022,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0710+439,J0713+4349,7,13,38.16416,43.0,49,17.2076,0.15,0.14,0.037,1846,2.005,0.502,1.606,0.273,0.873,0.186,0.629,0.093,-1.0,-1.0,Fus,rfc_2024b
C,0712-482,J0713-4820,7,13,49.399482,-48.0,20,6.48417,3.99,2.53,-0.043,15,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0710+196,J0713+1935,7,13,55.679173,19.0,35,0.4088,0.12,0.16,-0.307,2127,0.242,0.214,-1.00,-1.00,0.206,0.167,0.175,0.166,-1.0,-1.0,Fus,rfc_2024b
C,0712-349,J0713-3501,7,13,56.642285,-35.0,1,26.32648,1.03,3.73,0.309,43,-1.0,-1.0,-1.00,-1.00,0.028,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0710+268,J0713+2644,7,13,57.491672,26.0,44,49.46973,0.21,0.33,-0.142,278,-1.0,-1.0,0.036,0.033,0.027,0.022,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0711+210,J0714+2057,7,14,4.43334,20.0,57,31.26385,1.45,2.61,-0.306,25,-1.0,-1.0,0.113,-1.00,0.055,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0708+736,J0714+7331,7,14,14.366919,73.0,31,58.89236,32.56,6.36,0.279,14,-1.0,-1.0,0.040,-1.00,0.029,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0711+112,J0714+1108,7,14,16.589258,11.0,8,30.07465,0.46,0.92,0.208,36,-1.0,-1.0,0.027,0.019,0.022,0.016,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0711+356,J0714+3534,7,14,24.817493,35.0,34,39.79544,0.15,0.16,-0.248,984,1.511,1.256,1.102,0.564,0.504,0.139,0.375,0.086,-1.0,-1.0,Fus,rfc_2024b
C,0712-376,J0714-3742,7,14,28.138727,-37.0,42,2.40196,1.43,3.75,-0.602,28,-1.0,-1.0,0.037,0.027,0.051,0.034,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0711+155,J0714+1528,7,14,35.590631,15.0,28,22.80605,1.01,1.82,-0.598,36,-1.0,-1.0,0.016,0.013,0.024,0.017,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0708+742,J0714+7408,7,14,36.125021,74.0,8,10.1444,0.17,0.1,0.089,3491,0.154,0.1,-1.00,-1.00,0.138,0.117,-1.00,-1.0,0.233,0.152,Fus,rfc_2024b
C,0712-121,J0714-1214,7,14,45.64003,-12.0,14,16.36152,0.75,1.9,0.379,47,-1.0,-1.0,0.031,0.010,0.022,0.02,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0710+538,J0714+5343,7,14,47.432132,53.0,43,29.08112,1.0,2.02,-0.278,36,-1.0,-1.0,0.018,0.011,0.021,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0712-037,J0714-0351,7,14,48.451094,-3.0,51,7.27503,0.25,0.66,-0.412,274,-1.0,-1.0,0.016,0.014,0.019,0.033,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0704+819,J0714+8151,7,14,52.037916,81.0,51,54.94694,1.12,0.2,-0.082,631,0.035,0.045,-1.00,-1.00,0.045,0.041,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0712-114,J0714-1133,7,14,54.876322,-11.0,33,44.30412,2.64,5.2,-0.599,16,-1.0,-1.0,0.013,-1.00,0.014,0.016,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0712-240,J0714-2408,7,14,56.242718,-24.0,8,43.22345,5.51,13.96,0.251,11,-1.0,-1.0,0.013,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0711+241,J0714+2400,7,14,57.177881,24.0,0,47.30039,3.67,4.35,0.635,15,-1.0,-1.0,0.015,0.008,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0709+683,J0714+6814,7,14,58.371329,68.0,14,0.52521,0.25,0.14,0.12,548,0.083,0.053,0.165,0.136,0.131,0.106,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0712+207,J0715+2041,7,15,6.651173,20.0,41,33.57552,0.18,0.29,-0.021,286,-1.0,-1.0,0.088,0.074,0.089,0.043,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0712-136,J0715-1346,7,15,7.0993,-13.0,46,47.02972,0.52,1.3,-0.151,43,-1.0,-1.0,0.025,0.015,0.038,0.025,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0715-684,J0715-6829,7,15,9.499186,-68.0,29,58.22817,0.51,0.35,0.047,106,-1.0,-1.0,-1.00,-1.00,0.221,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0711+455,J0715+4525,7,15,9.927122,45.0,25,55.91986,0.62,0.52,0.163,64,-1.0,-1.0,-1.00,-1.00,0.110,0.1,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0715-663,J0715-6627,7,15,12.983997,-66.0,27,52.00936,6.52,2.28,-0.252,35,-1.0,-1.0,-1.00,-1.00,0.081,0.03,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0711+483,J0715+4814,7,15,19.941054,48.0,14,2.1316,1.32,1.55,0.382,28,-1.0,-1.0,0.035,0.020,0.024,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0712+032,J0715+0311,7,15,23.739876,3.0,11,4.88544,0.58,1.53,0.069,44,-1.0,-1.0,0.021,0.014,0.015,0.011,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0712+045,J0715+0429,7,15,25.641089,4.0,29,35.08611,1.74,3.46,0.496,20,-1.0,-1.0,0.033,0.027,0.023,0.021,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0713-092,J0715-0921,7,15,33.393196,-9.0,21,54.27582,0.13,0.3,-0.026,584,0.184,0.028,-1.00,-1.00,0.144,0.049,-1.00,-1.0,0.01,-1.0,Fus,rfc_2024b
C,0713-061,J0715-0614,7,15,35.62752,-6.0,14,9.14587,1.21,3.23,-0.29,21,-1.0,-1.0,0.033,-1.00,0.046,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0713-139,J0715-1359,7,15,38.769241,-13.0,59,50.74192,15.29,15.89,-0.053,6,-1.0,-1.0,0.033,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0714-454,J0715-4530,7,15,44.6778,-45.0,30,30.46555,1.73,1.16,0.188,30,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0713-118,J0715-1155,7,15,46.090295,-11.0,55,50.6499,0.7,1.69,-0.072,44,-1.0,-1.0,0.023,0.009,0.021,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0712+382,J0715+3808,7,15,50.390414,38.0,8,8.07689,1.96,5.12,-0.067,15,-1.0,-1.0,0.034,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0712+38A,J0715+3810,7,15,51.262895,38.0,10,37.33619,5.85,10.21,0.156,3,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0713-240,J0715-2406,7,15,51.376064,-24.0,6,1.2403,21.57,28.4,-0.65,7,-1.0,-1.0,0.043,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0712+47A,J0716+470A,7,16,3.576295,47.0,8,50.15722,0.55,0.76,0.048,154,-1.0,-1.0,0.013,0.007,0.015,0.011,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0712+47B,J0716+470B,7,16,3.58178,47.0,8,49.99007,0.66,0.84,0.082,120,-1.0,-1.0,0.010,0.009,0.013,0.011,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0714-365,J0716-3639,7,16,12.775086,-36.0,39,1.69976,3.17,9.82,0.282,38,-1.0,-1.0,0.092,-1.00,0.050,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0711+601,J0716+6006,7,16,15.472177,60.0,6,38.86472,12.47,11.7,0.132,8,-1.0,-1.0,0.029,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0716-625,J0716-6240,7,16,33.690162,-62.0,40,26.75412,0.53,0.44,0.17,62,-1.0,-1.0,-1.00,-1.00,0.160,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0713+367,J0716+3642,7,16,37.106301,36.0,42,19.05548,0.86,1.4,-0.443,46,-1.0,-1.0,-1.00,-1.00,0.017,0.022,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0712+534,J0716+5323,7,16,41.218704,53.0,23,9.5601,0.82,0.7,0.056,80,-1.0,-1.0,-1.00,-1.00,0.026,0.022,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0714-165,J0716-1636,7,16,59.530265,-16.0,36,0.77713,4.08,5.28,0.681,17,-1.0,-1.0,0.032,0.008,0.024,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0715-362,J0717-3621,7,17,8.10193,-36.0,21,58.5857,6.25,23.88,-0.716,16,-1.0,-1.0,-1.00,-1.00,0.020,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0714+101,J0717+1001,7,17,13.154868,10.0,1,4.27435,0.22,0.44,-0.236,455,0.045,0.042,-1.00,-1.00,0.040,0.041,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0714+035,J0717+0324,7,17,18.79219,3.0,24,42.7843,0.57,1.13,-0.066,45,-1.0,-1.0,0.112,0.052,0.075,0.022,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0713+526,J0717+5231,7,17,29.993739,52.0,31,4.84841,0.47,0.41,0.333,109,-1.0,-1.0,0.114,0.084,0.087,0.062,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0714+372,J0717+3706,7,17,30.650375,37.0,6,40.69401,38.89,143.43,-0.757,4,-1.0,-1.0,0.051,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0715-027,J0717-0250,7,17,31.457751,-2.0,50,40.32813,0.84,1.52,0.51,21,-1.0,-1.0,0.072,0.053,0.072,0.036,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0714+141,J0717+1405,7,17,33.229693,14.0,5,57.5225,0.55,0.97,-0.48,36,-1.0,-1.0,0.056,0.049,0.051,0.037,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0715-049,J0717-0502,7,17,33.471525,-5.0,2,17.63204,10.08,11.59,-0.684,7,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,0.058,0.118,Fus,rfc_2024b
C,0714+073,J0717+0713,7,17,39.353326,7.0,13,33.85451,0.9,1.84,-0.556,36,-1.0,-1.0,0.021,0.019,0.024,0.018,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0716-552,J0717-5520,7,17,45.065535,-55.0,20,21.92501,5.92,4.01,-0.543,12,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0715+028,J0717+0242,7,17,48.428336,2.0,42,56.29766,0.14,0.27,-0.141,288,-1.0,-1.0,0.256,0.167,0.183,0.069,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0714+457,J0717+4538,7,17,51.85242,45.0,38,3.26079,0.13,0.1,-0.082,9304,0.434,0.333,0.210,-1.00,0.560,0.383,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0714+205,J0717+2026,7,17,52.428065,20.0,26,18.93686,0.2,0.36,-0.056,287,-1.0,-1.0,0.039,0.035,0.048,0.037,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0714+286,J0717+2835,7,17,56.211271,28.0,35,7.92767,1.19,2.56,-0.09,18,-1.0,-1.0,0.019,-1.00,0.023,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0714+441,J0718+4405,7,18,0.60724,44.0,5,27.10629,4.98,4.98,-0.156,8,-1.0,-1.0,-1.00,-1.00,0.020,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0715-233,J0718-2326,7,18,1.724706,-23.0,26,49.16206,1.38,3.37,0.33,19,-1.0,-1.0,0.037,0.010,0.045,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0715+005,J0718+0025,7,18,2.721608,0.0,25,22.24133,0.77,1.38,0.461,21,-1.0,-1.0,0.097,0.089,0.079,0.064,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0713+669,J0718+6651,7,18,5.631958,66.0,51,53.32882,0.24,0.13,0.006,706,0.128,0.119,-1.00,-1.00,0.100,0.062,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0715+165,J0718+1625,7,18,7.669605,16.0,25,3.69081,6.6,6.67,0.06,16,-1.0,-1.0,0.015,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0716-181,J0718-1813,7,18,14.157985,-18.0,13,4.05608,0.15,0.35,0.005,389,0.372,0.167,-1.00,-1.00,0.323,0.188,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0715+414,J0718+4122,7,18,32.016782,41.0,22,41.44333,1.67,1.68,-0.756,36,-1.0,-1.0,0.015,0.011,0.020,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0715+196,J0718+1932,7,18,38.007314,19.0,32,49.80141,1.75,4.92,-0.292,22,-1.0,-1.0,0.018,0.015,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0716+012,J0718+0108,7,18,38.731916,1.0,8,16.475,2.07,3.82,0.262,15,-1.0,-1.0,0.014,0.010,0.016,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0717-432,J0718-4319,7,18,43.627695,-43.0,19,49.72641,3.86,2.92,0.118,40,-1.0,-1.0,-1.00,-1.00,0.031,0.034,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0716-369,J0718-3703,7,18,44.742299,-37.0,3,7.79586,2.42,8.94,-0.089,31,-1.0,-1.0,0.076,-1.00,0.045,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0716+084,J0718+0820,7,18,53.144858,8.0,20,37.34334,0.29,0.58,0.014,72,-1.0,-1.0,0.056,0.049,0.062,0.054,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0713+714,J0718+7124,7,18,59.309088,71.0,24,19.71767,7.46,3.47,0.098,36,0.03,0.031,-1.00,-1.00,0.014,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0716+215,J0719+2125,7,19,0.499007,21.0,25,39.47577,0.24,0.37,-0.199,259,-1.0,-1.0,0.064,-1.00,0.051,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718-622,J0719-6218,7,19,4.474874,-62.0,18,2.44355,0.87,0.46,0.237,58,-1.0,-1.0,-1.00,-1.00,0.192,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0718-633,J0719-6326,7,19,7.363087,-63.0,26,59.10105,14.12,3.06,-0.258,12,-1.0,-1.0,-1.00,-1.00,0.211,0.136,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0717-306,J0719-3041,7,19,9.047684,-30.0,41,39.32356,2.99,7.02,-0.353,15,-1.0,-1.0,0.026,-1.00,0.021,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718-523,J0719-5228,7,19,14.291914,-52.0,28,32.50446,2.02,1.02,-0.047,68,-1.0,-1.0,-1.00,-1.00,0.073,0.056,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0716+332,J0719+3307,7,19,19.419675,33.0,7,9.70832,0.14,0.13,-0.285,2403,0.232,0.203,-1.00,-1.00,0.193,0.15,0.412,0.321,-1.0,-1.0,Fus,rfc_2024b
N,0717-341,J0719-3412,7,19,22.610381,-34.0,12,14.77395,2.9,9.03,-0.34,16,-1.0,-1.0,0.037,-1.00,0.032,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0717-367,J0719-3651,7,19,23.912894,-36.0,51,9.72817,17.82,39.43,0.0,5,-1.0,-1.0,0.116,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0717-198,J0719-1955,7,19,24.373312,-19.0,55,20.49942,0.2,0.49,-0.17,319,0.064,0.067,-1.00,-1.00,0.072,0.055,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0716+022,J0719+0210,7,19,24.885703,2.0,10,36.21618,7.38,10.57,-0.117,7,-1.0,-1.0,0.056,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0713+728,J0719+7245,7,19,27.546345,72.0,45,39.8858,2.07,0.68,-0.623,45,-1.0,-1.0,0.060,0.034,0.063,0.035,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0715+555,J0719+5526,7,19,37.892927,55.0,26,6.53461,0.93,0.72,-0.264,61,-1.0,-1.0,-1.00,-1.00,0.024,0.025,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0717-401,J0719-4011,7,19,39.182025,-40.0,11,47.40986,6.7,17.33,-0.566,14,-1.0,-1.0,-1.00,-1.00,0.029,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0717-393,J0719-3928,7,19,39.278984,-39.0,28,48.697,0.38,0.69,-0.214,228,0.28,0.062,-1.00,-1.00,0.198,0.024,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0717-090,J0719-0906,7,19,47.878445,-9.0,6,50.43682,25.48,20.37,0.339,3,-1.0,-1.0,0.038,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0717+150,J0719+1456,7,19,54.090105,14.0,56,38.72606,3.45,5.37,-0.238,14,-1.0,-1.0,0.014,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0716+450,J0719+4459,7,19,55.511704,44.0,59,6.8475,1.62,1.62,-0.023,107,-1.0,-1.0,0.182,0.019,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718-349,J0719-3504,7,19,59.668752,-35.0,4,48.12177,0.94,1.98,0.449,21,-1.0,-1.0,0.064,0.027,0.055,0.044,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0714+710,J0720+7057,7,20,10.554153,70.0,57,35.28705,2.31,2.28,-0.271,43,-1.0,-1.0,0.008,0.011,0.012,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0717+041,J0720+0404,7,20,14.574481,4.0,4,8.29709,0.72,1.59,-0.026,36,-1.0,-1.0,0.090,0.052,0.040,0.028,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
